Date,Rank,Streams,Singer,Song Title,feat,Extras,Christmas
2020-12-22,75,"107,128",Harry Styles,Watermelon Sugar,,,N
2020-12-22,76,"106,334",Sia,Santa's Coming For Us,,,Y
2020-12-22,77,"105,557",The Jackson 5,I Saw Mommy Kissing Santa Claus,,,Y
2020-12-22,78,"105,002",James Arthur,Train Wreck,,,N
2020-12-22,79,"104,963",Elvis Presley,Blue Christmas,,,Y
2020-12-22,80,"104,431",Juice Wrld,Lucid Dreams,,,N
2020-12-22,81,"102,782",Juice Wrld,Robbery,,,N
2020-12-22,82,"101,511",The Kid Laroi,So Done,,,N
2020-12-22,83,"101,188",Stevie Wonder,What Christmas Means To Me,,,Y
2020-12-22,84,"101,060","Fumez The Engineer, A92, Offica",A92 X Fumez The Engineer - Plugged In Freestyle,,,N
2020-12-22,85,"100,882","Perry Como, The Fontane Sisters",It's Beginning To Look A Lot Like Christmas,With Mitchell Ayres & His Orchestra,,Y
2020-12-22,86,"100,719",Taylor Swift,Champagne Problems,,,N
2020-12-22,87,"98,090",Liam Payne,Naughty List,With Dixie D'amelio,,N
2020-12-22,88,"97,857",Shawn Mendes,Monster,Shawn Mendes & Justin Bieber,,N
2020-12-22,89,"94,883",Kid Cudi,Show Out,With Skepta & Pop Smoke,,N
2020-12-22,90,"94,009",East 17,Stay Another Day,,,N
2020-12-22,91,"93,815",Taylor Swift,"No Body, No Crime",Feat. Haim,,N
2020-12-22,92,"93,452",Ava Max,Christmas Without You,,,Y
2020-12-22,93,"93,240",Eminem,Gnat,,,N
2020-12-22,94,"92,647",Drake,Laugh Now Cry Later,Feat. Lil Durk,,N
2020-12-22,95,"92,032",Wilbur Soot,Your New Boyfriend,,,N
2020-12-22,96,"90,985",Saint Jhn,Roses - Imanbek Remix,,,N
2020-12-22,97,"90,719",Harry Styles,Golden,,,N
2020-12-22,98,"90,686","Post Malone, Swae Lee",Sunflower - Spider-man: Into The Spider-verse,,,N
2020-12-22,99,"90,251",Bruce Springsteen,"Santa Claus Is Comin' To Town - Live At C.W. Post College, Greenvale, Ny - December 1975",,,Y
2020-12-22,100,"90,026",Jason Derulo,Take You Dancing,,,N
2020-12-22,101,"89,390",Queen,Thank God It's Christmas - Non-album Single,,,Y
2020-12-22,102,"88,990",The Neighbourhood,Sweater Weather,,,N
2020-12-22,103,"88,665",Gwen Stefani,You Make It Feel Like Christmas,Feat. Blake Shelton,,Y
2020-12-22,104,"88,508",Ti&Euml;Sto,The Business,,,N
2020-12-22,105,"88,031","Ella Henderson, Aj Mitchell",Blame It On The Mistletoe,,,Y
2020-12-22,106,"88,011",Juice Wrld,All Girls Are The Same,,,N
2020-12-22,107,"87,865","Juice Wrld, The Kid Laroi",Reminds Me Of You,,,N
2020-12-22,108,"87,863",Eminem,Godzilla,Feat. Juice Wrld,,N
2020-12-22,109,"87,480",Nathan Dawe,Lighter,Feat. Ksi,,N
2020-12-22,110,"87,381",Lewis Capaldi,Before You Go,,,N
2020-12-22,111,"86,837",Lady Gaga,Rain On Me,With Ariana Grande,,N
2020-12-22,112,"86,733","The Beach Boys, Mark Linett, Sweet, Larry Walsh",Little Saint Nick - 1991 Remix,,,N
2020-12-22,113,"86,608","Clean Bandit, Mabel",Tick Tock,Feat. 24kgoldn,,N
2020-12-22,114,"86,369",Ariana Grande,Pov,,,N
2020-12-22,115,"86,267","Eartha Kitt, Henri Rene His Orchestra",Santa Baby,With Henri Ren&Eacute; & His Orchestra,,Y
2020-12-22,116,"85,996",Britney Spears,My Only Wish,This Year,,N
2020-12-22,117,"85,784",Justin Bieber,Lonely,With Benny Blanco,,N
2020-12-22,118,"85,629",Burl Ives,A Holly Jolly Christmas - Single Version,,,Y
2020-12-22,119,"85,308",Tones And I,Dance Monkey,,,N
2020-12-22,120,"85,304",The Killers,Mr. Brightside,,,N
2020-12-22,121,"84,728",Arctic Monkeys,Why'd You Only Call Me When You're High?,,,N
2020-12-22,122,"84,647",Michael Buble,Santa Claus Is Coming To Town,,,Y
2020-12-22,123,"84,090",Bts,Dynamite,,,N
2020-12-22,124,"84,072",Fleetwood Mac,Dreams - 2004 Remaster,,,N
2020-12-22,125,"82,489","Sigala, James Arthur",Lasting Lover,,,N
2020-12-22,126,"81,444",Arctic Monkeys,Do I Wanna Know?,,,N
2020-12-22,127,"80,553","Jawsh 685, Jason Derulo",Savage Love,Laxed - Siren Beat,,N
2020-12-22,128,"80,397",Ritt Momney,Put Your Records On,,,N
2020-12-22,129,"80,274",Dave,Location,Feat. Burna Boy,,N
2020-12-22,130,"80,067","Ariana Grande, Liz Gillies",Santa Baby,,,Y
2020-12-22,131,"79,977","Aj Tracey, Mabel",West Ten,,,N
2020-12-22,132,"79,767","Mykola Dmytrovych Leontovych, John Williams",Carol Of The Bells,,,Y
2020-12-22,133,"79,739",Lil Mosey,Blueberry Faygo,,,N
2020-12-22,134,"79,481",Dermot Kennedy,Giants,,,N
2020-12-22,135,"79,468",Digga D,Chingy,It's Whatever,,N
2020-12-22,136,"78,721",Taylor Swift,&Lsquo;Tis The Damn Season,,,N
2020-12-22,137,"78,659","Chris Brown, Young Thug",Go Crazy,,,N
2020-12-22,138,"78,135","D-block Europe, Aitch",Ufo,,,N
2020-12-22,139,"78,005",Pop Smoke,Dior,,,N
2020-12-22,140,"77,633",Juice Wrld,Come & Go,With Marshmello,,N
2020-12-22,141,"77,573",Dj Khaled,Greece,Feat. Drake,,N
2020-12-22,142,"77,070",Taylor Swift,Gold Rush,,,N
2020-12-22,143,"76,595",Jax Jones,I Miss U,With Au/Ra,,N
2020-12-22,144,"76,332",Ashnikko,Daisy,,,N
2020-12-22,145,"76,077",S1mba,Rover,Feat. Dtg,,N
2020-12-22,146,"76,036","Topic, A7s",Breaking Me,,,N
2020-12-22,147,"75,084",Pop Smoke,The Woo,Feat. 50 Cent & Roddy Ricch,,N
2020-12-22,148,"74,809",Hvme,Goosebumps,,,N
2020-12-22,149,"74,553",Tion Wayne,I Dunno,Feat. Dutchavelli & Stormzy,,N
2020-12-22,150,"74,385",Megan Thee Stallion,Body,,,N
2020-12-22,151,"74,309",Michael Buble,Cold December Night,,,Y
2020-12-22,152,"74,308",The Ronettes,Frosty The Snowman,,,Y
2020-12-22,153,"74,146",Headie One,Princess Cuts,Feat. Young T & Bugsey,,N
2020-12-22,154,"73,742",Glass Animals,Heat Waves,,,N
2020-12-22,155,"73,565",Shawn Mendes,The Christmas Song,Shawn Mendes & Camila Cabello,,Y
2020-12-22,156,"73,156",Dua Lipa,Don't Start Now,,,N
2020-12-22,157,"73,140",Harry Styles,Falling,,,N
2020-12-22,158,"72,306",Conan Gray,Heather,,,N
2020-12-22,159,"72,015",Roddy Ricch,The Box,,,N
2020-12-22,160,"71,446",Daryl Hall John Oates,Jingle Bell Rock - Daryl's Version,,,Y
2020-12-22,161,"71,253","Nathan Dawe, Little Mix",No Time For Tears,,,N
2020-12-22,162,"70,472",Shawn Mendes,Wonder,,,N
2020-12-22,163,"70,211",Otis Redding,Merry Christmas Baby,,,Y
2020-12-22,164,"70,064",Harry Styles,Adore You,,,N
2020-12-22,165,"69,368",Michael Buble,Jingle Bells,Feat. The Puppini Sisters,,Y
2020-12-22,166,"69,030",Meghan Trainor,My Kind Of Present,,,N
2020-12-22,167,"68,775","Powfu, Beabadoobee",Death Bed,Coffee For Your Head,,N
2020-12-22,168,"68,228",Aj Tracey,Dinner Guest,Feat. Mostack,,N
2020-12-22,169,"68,166",Lewis Capaldi,Bruises,,,N
2020-12-22,170,"68,084",Sam Smith,Diamonds,,,N
2020-12-22,171,"67,632",Jonas Brothers,I Need You Christmas,,,Y
2020-12-22,172,"67,233",Lil Tjay,F.N,,,N
2020-12-22,173,"67,147",Machine Gun Kelly,My Ex's Best Friend,With Blackbear,,N
2020-12-22,174,"66,561",Stormzy,Own It,Feat. Ed Sheeran & Burna Boy,,N
2020-12-22,175,"66,436",Polo G,Martin & Gina,,,N
2020-12-22,176,"66,309",Michael Buble,I'll Be Home For Christmas,,,Y
2020-12-22,177,"66,127",The Darkness,Christmas Time,Don't Let The Bells End,,Y
2020-12-22,178,"65,867",Digga D,Woi,,,N
2020-12-22,179,"65,227",Digga D,Daily Duppy - Pt.1,,,N
2020-12-22,180,"64,865",Taylor Swift,Tolerate It,,,N
2020-12-22,181,"64,486",Donny Hathaway,This Christmas,,,Y
2020-12-22,182,"64,265",Mariah Carey,Christmas,Baby Please Come Home,,Y
2020-12-22,183,"63,931","Aitch, Aj Tracey, Tay Keith",Rain,,,N
2020-12-22,184,"63,871",The Neighbourhood,Daddy Issues,,,N
2020-12-22,185,"63,803","Kelly Clarkson, Brett Eldredge, Atlantic Holiday",Under The Mistletoe,,,Y
2020-12-22,186,"63,389",Mariah Carey,Oh Santa!,Feat. Ariana Grande & Jennifer Hudson,,Y
2020-12-22,187,"63,362",Future,Life Is Good,Feat. Drake,,N
2020-12-22,188,"63,296",Coldplay,Yellow,,,N
2020-12-22,189,"63,044",Arctic Monkeys,505,,,N
2020-12-22,190,"62,855",Ella Fitzgerald,Sleigh Ride,,,Y
2020-12-22,191,"62,827",Post Malone,Circles,,,N
2020-12-22,192,"62,699","Octavian, Skepta",Papi Chulo,,,N
2020-12-22,193,"62,672",Destiny's Child,8 Days Of Christmas,,,Y
2020-12-22,194,"62,523",Drake,Toosie Slide,,,N
2020-12-22,195,"62,335",Eminem,Zeus,Feat. White Gold,,N
2020-12-22,196,"62,230",The Waitresses,Christmas Wrapping,,,Y
2020-12-22,197,"62,204",Michael Buble,White Christmas,With Shania Twain,,Y
2020-12-22,198,"61,938",Greg Lake,I Believe In Father Christmas - 2017 - Remaster,,,Y
2020-12-22,199,"61,899",Tony Bennett,Winter Wonderland,,,Y
2020-12-22,200,"61,762",Travis Scott,Goosebumps,,,N
2020-12-23,1,"904,709",Wham!,Last Christmas,,,Y
2020-12-23,2,"904,449",Mariah Carey,All I Want For Christmas Is You,,,Y
2020-12-23,3,"763,147",Brenda Lee,Rockin' Around The Christmas Tree,,,Y
2020-12-23,4,"676,657",Michael Buble,It's Beginning To Look A Lot Like Christmas,,,Y
2020-12-23,5,"634,125",Ariana Grande,Santa Tell Me,,,Y
2020-12-23,6,"593,951",Andy Williams,It's The Most Wonderful Time Of The Year,,,Y
2020-12-23,7,"591,981",Bobhelms,Jingle Bell Rock,,,Y
2020-12-23,8,"580,902",Kelly Clarkson,Underneath The Tree,,,Y
2020-12-23,9,"561,394",Band Aid,Do They Know It's Christmas? - 1984 Version,,,Y
2020-12-23,10,"551,164",The Pogues,Fairytale Of New York,Feat. Kirsty Maccoll,,Y
2020-12-23,11,"482,559",Chris Rea,Driving Home For Christmas - 2019 Remaster,,,Y
2020-12-23,12,"465,697",The Ronettes,Sleigh Ride,,,Y
2020-12-23,13,"455,476",Elton John,Step Into Christmas,,,Y
2020-12-23,14,"449,795",Dean Martin,Let It Snow! Let It Snow! Let It Snow!,,,Y
2020-12-23,15,"440,476",Shakin' Stevens,Merry Christmas Everyone,,,Y
2020-12-23,16,"435,159",Paul Mccartney,Wonderful Christmastime - Edited Version / Remastered 2011,,,Y
2020-12-23,17,"425,234",Michael Buble,Holly Jolly Christmas,,,Y
2020-12-23,18,"377,939",Wizzard,I Wish It Could Be Christmas Everyday,,,Y
2020-12-23,19,"366,750","John Lennon, Yoko Ono",Happy Xmas,War Is Over,- Remastered 2010,Y
2020-12-23,20,"363,310",Jose Feliciano,Feliz Navidad,,,N
2020-12-23,21,"349,575",Leona Lewis,One More Sleep,,,Y
2020-12-23,22,"343,744",Justin Bieber,Mistletoe,,,Y
2020-12-23,23,"342,570",Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,With The B. Swanson Quartet,,Y
2020-12-23,24,"308,307",Kylie Minogue,Santa Baby,,,Y
2020-12-23,25,"290,077",Slade,Merry Xmas Everybody,,,Y
2020-12-23,26,"255,349","Bing Crosby, Ken Darsingers, John Scott Trotter His Orchestra",White Christmas,,,Y
2020-12-23,27,"248,592",Ariana Grande,Positions,,,N
2020-12-23,28,"244,177",Sia,Snowman,,,N
2020-12-23,29,"243,886",Pretenders,2000 Miles - 2007 Remaster,,,N
2020-12-23,30,"234,156",Coldplay,Christmas Lights,,,Y
2020-12-23,31,"231,348",24kgoldn,Mood,Feat. Iann Dior,,N
2020-12-23,32,"227,793",Nat King Cole,The Christmas Song,Merry Christmas To You,,Y
2020-12-23,33,"225,591",Mud,Lonely This Christmas,,,Y
2020-12-23,34,"224,909",The Jackson 5,Santa Claus Is Coming To Town,,,Y
2020-12-23,35,"216,402",Cj,Whoopty,,,N
2020-12-23,36,"213,944",Darlene Love,Christmas,Baby Please Come Home,,Y
2020-12-23,37,"211,773",Internet Money,Lemonade,"Feat. Gunna, Don Toliver & Nav",,N
2020-12-23,38,"206,873",Ed Sheeran,Afterglow,,,N
2020-12-23,39,"198,690",Pop Smoke,What You Know Bout Love,,,N
2020-12-23,40,"196,362",Joel Corry,Head & Heart,Feat. Mnek,,N
2020-12-23,41,"196,322",Jona Lewie,Stop The Cavalry,,,N
2020-12-23,42,"195,157",Ariana Grande,34+35,,,N
2020-12-23,43,"191,197",Brett Eldredge,"Baby, It's Cold Outside",Feat. Meghan Trainor,,Y
2020-12-23,44,"190,214",The Kid Laroi,Without You,,,N
2020-12-23,45,"173,617",The Weeknd,Blinding Lights,,,N
2020-12-23,46,"170,222",Idina Menzel,Baby It's Cold Outside,Duet With Michael Bubl&Eacute;,,Y
2020-12-23,47,"168,589",Cliff Richard,Mistletoe And Wine,,,Y
2020-12-23,48,"165,888",Chuck Berry,Run Rudolph Run - Single Version,,,N
2020-12-23,49,"160,472",Little Mix,Sweet Melody,,,N
2020-12-23,50,"158,185",Tate Mcrae,You Broke Me First,,,N
2020-12-23,51,"156,204",Meduza,Paradise,Feat. Dermot Kennedy,,N
2020-12-23,52,"153,207",Miley Cyrus,Prisoner,Feat. Dua Lipa,,N
2020-12-23,53,"152,731",Lil Nas X,Holiday,,,N
2020-12-23,54,"150,388",Boney M.,Mary's Boy Child / Oh My Lord,,,N
2020-12-23,55,"148,029","Wes Nelson, Hardy Caprio",See Nobody,,,N
2020-12-23,56,"144,815",Sam Smith,Have Yourself A Merry Little Christmas,,,Y
2020-12-23,57,"144,799",Dua Lipa,Levitating,Feat. Dababy,,N
2020-12-23,58,"143,636",Taylor Swift,Willow,,,N
2020-12-23,59,"142,137","Dolly Parton, Michael Buble","Cuddle Up, Cozy Down Christmas",,,Y
2020-12-23,60,"140,805",Elvis Presley,Blue Christmas,,,Y
2020-12-23,61,"139,119",Sia,Santa's Coming For Us,,,Y
2020-12-23,62,"138,138",The Jackson 5,I Saw Mommy Kissing Santa Claus,,,Y
2020-12-23,63,"137,363",Billie Eilish,Therefore I Am,,,N
2020-12-23,64,"132,707",Cardi B,Wap,Feat. Megan Thee Stallion,,N
2020-12-23,65,"132,618",Stevie Wonder,What Christmas Means To Me,,,Y
2020-12-23,66,"130,666","Perry Como, The Fontane Sisters",It's Beginning To Look A Lot Like Christmas,With Mitchell Ayres & His Orchestra,,Y
2020-12-23,67,"126,672",Bruce Springsteen,"Santa Claus Is Comin' To Town - Live At C.W. Post College, Greenvale, Ny - December 1975",,,Y
2020-12-23,68,"126,579",Dababy,Rockstar,Feat. Roddy Ricch,,N
2020-12-23,69,"126,122",Ksi,Really Love,Feat. Craig David & Digital Farm Animals,,N
2020-12-23,70,"125,070",Central Cee,Loading,,,N
2020-12-23,71,"124,807",Ava Max,Christmas Without You,,,Y
2020-12-23,72,"122,473",Liam Payne,Naughty List,With Dixie D'amelio,,N
2020-12-23,73,"121,608","Paul Woolford, Diplo, Kareen Lomax",Looking For Me,,,N
2020-12-23,74,"120,284",Queen,Thank God It's Christmas - Non-album Single,,,Y
2020-12-23,75,"120,099",East 17,Stay Another Day,,,N
2020-12-23,76,"118,602",Shane Codd,Get Out My Head,,,N
2020-12-23,77,"118,173",Headie One,Ain't It Different,Feat. Aj Tracey & Stormzy,,N
2020-12-23,78,"117,191","The Beach Boys, Mark Linett, Sweet, Larry Walsh",Little Saint Nick - 1991 Remix,,,N
2020-12-23,79,"115,098","Eartha Kitt, Henri Rene His Orchestra",Santa Baby,With Henri Ren&Eacute; & His Orchestra,,Y
2020-12-23,80,"115,004",Michael Buble,Santa Claus Is Coming To Town,,,Y
2020-12-23,81,"114,955","Ella Henderson, Aj Mitchell",Blame It On The Mistletoe,,,Y
2020-12-23,82,"114,835",Burl Ives,A Holly Jolly Christmas - Single Version,,,Y
2020-12-23,83,"114,395",Gwen Stefani,You Make It Feel Like Christmas,Feat. Blake Shelton,,Y
2020-12-23,84,"114,143",Pop Smoke,For The Night,Feat. Lil Baby & Dababy,,N
2020-12-23,85,"111,819",Pop Smoke,Mood Swings,Feat. Lil Tjay,,N
2020-12-23,86,"110,915",Juice Wrld,Wishing Well,,,N
2020-12-23,87,"110,409",Britney Spears,My Only Wish,This Year,,N
2020-12-23,88,"109,422",Lewis Capaldi,Someone You Loved,,,N
2020-12-23,89,"108,600",Justin Bieber,Holy,Feat. Chance The Rapper,,N
2020-12-23,90,"107,744",Miley Cyrus,Midnight Sky,,,N
2020-12-23,91,"106,297","Mykola Dmytrovych Leontovych, John Williams",Carol Of The Bells,,,Y
2020-12-23,92,"105,872",Harry Styles,Watermelon Sugar,,,N
2020-12-23,93,"104,802","Ariana Grande, Liz Gillies",Santa Baby,,,Y
2020-12-23,94,"104,207",Juice Wrld,Lucid Dreams,,,N
2020-12-23,95,"102,440",Juice Wrld,Robbery,,,N
2020-12-23,96,"102,396",James Arthur,Train Wreck,,,N
2020-12-23,97,"100,645",The Ronettes,Frosty The Snowman,,,Y
2020-12-23,98,"99,989","Fumez The Engineer, A92, Offica",A92 X Fumez The Engineer - Plugged In Freestyle,,,N
2020-12-23,99,"99,615",Otis Redding,Merry Christmas Baby,,,Y
2020-12-23,100,"99,285",The Kunts,Boris Johnson Is A Fucking Cunt,,,N
2020-12-23,101,"98,900",Michael Buble,Cold December Night,,,Y
2020-12-23,102,"98,285",The Kid Laroi,So Done,,,N
2020-12-23,103,"95,867",Shawn Mendes,Monster,Shawn Mendes & Justin Bieber,,N
2020-12-23,104,"95,035",Shawn Mendes,The Christmas Song,Shawn Mendes & Camila Cabello,,Y
2020-12-23,105,"93,712",Michael Buble,Jingle Bells,Feat. The Puppini Sisters,,Y
2020-12-23,106,"93,027",Kid Cudi,Show Out,With Skepta & Pop Smoke,,N
2020-12-23,107,"92,373",Drake,Laugh Now Cry Later,Feat. Lil Durk,,N
2020-12-23,108,"91,677",Ti&Euml;Sto,The Business,,,N
2020-12-23,109,"91,640",Daryl Hall John Oates,Jingle Bell Rock - Daryl's Version,,,Y
2020-12-23,110,"91,438",Michael Buble,I'll Be Home For Christmas,,,Y
2020-12-23,111,"90,993",Saint Jhn,Roses - Imanbek Remix,,,N
2020-12-23,112,"90,870",Taylor Swift,Champagne Problems,,,N
2020-12-23,113,"89,972",Jason Derulo,Take You Dancing,,,N
2020-12-23,114,"89,178",The Darkness,Christmas Time,Don't Let The Bells End,,Y
2020-12-23,115,"88,955",Harry Styles,Golden,,,N
2020-12-23,116,"88,924",Nathan Dawe,Lighter,Feat. Ksi,,N
2020-12-23,117,"88,520",Donny Hathaway,This Christmas,,,Y
2020-12-23,118,"88,238","Post Malone, Swae Lee",Sunflower - Spider-man: Into The Spider-verse,,,N
2020-12-23,119,"87,726",Juice Wrld,All Girls Are The Same,,,N
2020-12-23,120,"87,715",Meghan Trainor,My Kind Of Present,,,N
2020-12-23,121,"87,369",Wilbur Soot,Your New Boyfriend,,,N
2020-12-23,122,"87,317",Eagles,Please Come Home For Christmas - 2013 Remaster,,,Y
2020-12-23,123,"86,849","Clean Bandit, Mabel",Tick Tock,Feat. 24kgoldn,,N
2020-12-23,124,"86,581","Kelly Clarkson, Brett Eldredge, Atlantic Holiday",Under The Mistletoe,,,Y
2020-12-23,125,"86,422",Tones And I,Dance Monkey,,,N
2020-12-23,126,"86,399",The Killers,Mr. Brightside,,,N
2020-12-23,127,"86,357",Jonas Brothers,I Need You Christmas,,,Y
2020-12-23,128,"86,079",The Neighbourhood,Sweater Weather,,,N
2020-12-23,129,"85,861",Eminem,Godzilla,Feat. Juice Wrld,,N
2020-12-23,130,"85,452",Lewis Capaldi,Before You Go,,,N
2020-12-23,131,"85,110",Eminem,Gnat,,,N
2020-12-23,132,"84,911",Ella Fitzgerald,Sleigh Ride,,,Y
2020-12-23,133,"84,811","Juice Wrld, The Kid Laroi",Reminds Me Of You,,,N
2020-12-23,134,"84,753",Fleetwood Mac,Dreams - 2004 Remaster,,,N
2020-12-23,135,"84,718",Ariana Grande,Pov,,,N
2020-12-23,136,"84,617",Taylor Swift,"No Body, No Crime",Feat. Haim,,N
2020-12-23,137,"84,581",Lady Gaga,Rain On Me,With Ariana Grande,,N
2020-12-23,138,"83,608",Justin Bieber,Lonely,With Benny Blanco,,N
2020-12-23,139,"82,828",Michael Buble,White Christmas,With Shania Twain,,Y
2020-12-23,140,"82,520",Mariah Carey,Christmas,Baby Please Come Home,,Y
2020-12-23,141,"82,493",Arctic Monkeys,Why'd You Only Call Me When You're High?,,,N
2020-12-23,142,"82,365",The Waitresses,Christmas Wrapping,,,Y
2020-12-23,143,"82,326",Greg Lake,I Believe In Father Christmas - 2017 - Remaster,,,Y
2020-12-23,144,"82,088",Bts,Dynamite,,,N
2020-12-23,145,"82,060",Destiny's Child,8 Days Of Christmas,,,Y
2020-12-23,146,"81,303","Sigala, James Arthur",Lasting Lover,,,N
2020-12-23,147,"81,169",Mariah Carey,Oh Santa!,Feat. Ariana Grande & Jennifer Hudson,,Y
2020-12-23,148,"80,922",Tony Bennett,Winter Wonderland,,,Y
2020-12-23,149,"80,546",Lil Mosey,Blueberry Faygo,,,N
2020-12-23,150,"80,515","Jawsh 685, Jason Derulo",Savage Love,Laxed - Siren Beat,,N
2020-12-23,151,"80,167",Dave,Location,Feat. Burna Boy,,N
2020-12-23,152,"79,992","Aj Tracey, Mabel",West Ten,,,N
2020-12-23,153,"79,678",Arctic Monkeys,Do I Wanna Know?,,,N
2020-12-23,154,"78,434",S1mba,Rover,Feat. Dtg,,N
2020-12-23,155,"78,288","Chris Brown, Young Thug",Go Crazy,,,N
2020-12-23,156,"77,825",Dean Martin,"Baby, It's Cold Outside",,,Y
2020-12-23,157,"77,799","D-block Europe, Aitch",Ufo,,,N
2020-12-23,158,"77,658",Dermot Kennedy,Giants,,,N
2020-12-23,159,"77,494",Digga D,Chingy,It's Whatever,,N
2020-12-23,160,"77,473","Topic, A7s",Breaking Me,,,N
2020-12-23,161,"77,468",Dj Khaled,Greece,Feat. Drake,,N
2020-12-23,162,"77,453",Pop Smoke,Dior,,,N
2020-12-23,163,"77,298",Ritt Momney,Put Your Records On,,,N
2020-12-23,164,"76,993",Michael Buble,All I Want For Christmas Is You,,,Y
2020-12-23,165,"76,986",Meghan Trainor,I'll Be Home,,,N
2020-12-23,166,"76,141",Juice Wrld,Come & Go,With Marshmello,,N
2020-12-23,167,"76,111",Jax Jones,I Miss U,With Au/Ra,,N
2020-12-23,168,"76,011",Jonas Brothers,Like It's Christmas,,,Y
2020-12-23,169,"75,950",Michael Buble,Have Yourself A Merry Little Christmas,,,Y
2020-12-23,170,"75,720",Hvme,Goosebumps,,,N
2020-12-23,171,"75,648",Ashnikko,Daisy,,,N
2020-12-23,172,"75,453",Pop Smoke,The Woo,Feat. 50 Cent & Roddy Ricch,,N
2020-12-23,173,"75,068",Nat King Cole,Joy To The World,,,N
2020-12-23,174,"74,104",Bing Crosby,It's Beginning To Look A Lot Like Christmas,,,Y
2020-12-23,175,"73,909",Tion Wayne,I Dunno,Feat. Dutchavelli & Stormzy,,N
2020-12-23,176,"73,738",Taylor Swift,Christmas Tree Farm,,,Y
2020-12-23,177,"73,478",Headie One,Princess Cuts,Feat. Young T & Bugsey,,N
2020-12-23,178,"73,217",Dua Lipa,Don't Start Now,,,N
2020-12-23,179,"73,167","Nathan Dawe, Little Mix",No Time For Tears,,,N
2020-12-23,180,"72,997",Roddy Ricch,The Box,,,N
2020-12-23,181,"72,925",Megan Thee Stallion,Body,,,N
2020-12-23,182,"72,663",Lily Allen,Somewhere Only We Know,,,N
2020-12-23,183,"72,401",Michael Buble,Christmas,Baby Please Come Home,,Y
2020-12-23,184,"71,564",Glass Animals,Heat Waves,,,N
2020-12-23,185,"71,421",Sam Smith,The Lighthouse Keeper,,,N
2020-12-23,186,"71,284",Nat King Cole,Deck The Hall,,,N
2020-12-23,187,"71,097",Harry Styles,Falling,,,N
2020-12-23,188,"70,828",Dean Martin,Rudolph The Red-nosed Reindeer,,,Y
2020-12-23,189,"70,714",Taylor Swift,&Lsquo;Tis The Damn Season,,,N
2020-12-23,190,"70,575",Conan Gray,Heather,,,N
2020-12-23,191,"70,261",Frank Sinatra,Mistletoe And Holly - Remastered 1999,,,Y
2020-12-23,192,"69,842",Bing Crosby,Do You Hear What I Hear? - Remastered 2006,,,N
2020-12-23,193,"69,623","Powfu, Beabadoobee",Death Bed,Coffee For Your Head,,N
2020-12-23,194,"69,212",Aj Tracey,Dinner Guest,Feat. Mostack,,N
2020-12-23,195,"68,719",Taylor Swift,Gold Rush,,,N
2020-12-23,196,"68,594",Harry Styles,Adore You,,,N
2020-12-23,197,"68,430",Ariana Grande,Last Christmas,,,Y
2020-12-23,198,"67,746",Stormzy,Own It,Feat. Ed Sheeran & Burna Boy,,N
2020-12-23,199,"67,312",Lil Tjay,F.N,,,N
2020-12-23,200,"67,060",Shawn Mendes,Wonder,,,N
2020-12-24,1,"1,810,023",Wham!,Last Christmas,,,Y
2020-12-24,2,"1,760,255",Mariah Carey,All I Want For Christmas Is You,,,Y
2020-12-24,3,"1,519,193",Brenda Lee,Rockin' Around The Christmas Tree,,,Y
2020-12-24,4,"1,368,027",Michael Buble,It's Beginning To Look A Lot Like Christmas,,,Y
2020-12-24,5,"1,267,625",Ariana Grande,Santa Tell Me,,,Y
2020-12-24,6,"1,219,684",Andy Williams,It's The Most Wonderful Time Of The Year,,,Y
2020-12-24,7,"1,195,586",Bobhelms,Jingle Bell Rock,,,Y
2020-12-24,8,"1,158,171",Kelly Clarkson,Underneath The Tree,,,Y
2020-12-24,9,"1,112,317",Band Aid,Do They Know It's Christmas? - 1984 Version,,,Y
2020-12-24,10,"1,091,175",The Pogues,Fairytale Of New York,Feat. Kirsty Maccoll,,Y
2020-12-24,11,"955,779",The Ronettes,Sleigh Ride,,,Y
